[2,2]
("port 1","TE",1,"port 1",1,"transmission")
1.896220480708412500e+14 1.293140754193541631e-01 2.488484837214672396e+00
1.895021858407079688e+14 1.258203604250632546e-01 2.479031724353118804e+00
1.893824750473783750e+14 1.223026598049393315e-01 2.473318214219447420e+00
1.892629154040404062e+14 1.188550572657871840e-01 2.471495148195024250e+00
1.891435066246056875e+14 1.155759471702208635e-01 2.473538048889607044e+00
1.890242484237074375e+14 1.125585002458184131e-01 2.479205994229879639e+00
1.889051405166981562e+14 1.098616020942550925e-01 2.487879676091278469e+00
1.887861826196473438e+14 1.075547214734870194e-01 2.498912231040079313e+00
1.886673744493392188e+14 1.056378641571195237e-01 2.511278470484819003e+00
1.885487157232704375e+14 1.041095904339377903e-01 2.523918217584665058e+00
1.884302061596480000e+14 1.029282773355536806e-01 2.535838284227529549e+00
1.883118454773869375e+14 1.020267428525546971e-01 2.546121492201046443e+00
1.881936333961079688e+14 1.013165703934151701e-01 2.554104257926339994e+00
1.880755696361355000e+14 1.006935977619448502e-01 2.559355703405835403e+00
1.879576539184952812e+14 1.000613738202446451e-01 2.561782608315416709e+00
1.878398859649122812e+14 9.932233995297594376e-02 2.561576892336356881e+00
1.877222654978084062e+14 9.839280251543006117e-02 2.559157976069132090e+00
1.876047922403003750e+14 9.719281315382416464e-02 2.555088458136083318e+00
1.874874659161975938e+14 9.568865239964380320e-02 2.550252976280195760e+00
1.873702862500000000e+14 9.384214948296291936e-02 2.545546769905902007e+00
("port 2","TE",1,"port 1",1,"transmission")
(101,3)
1.998616386666666562e+14 6.894680302093327828e-01 5.947053953258756298e-01
1.997284863424383750e+14 6.897632399786257640e-01 4.371273149432782779e-01
1.995955113182423438e+14 6.900462477852024046e-01 2.797867469465917245e-01
1.994627132401862812e+14 6.903227482482265920e-01 1.225839256809338473e-01
1.993300917553191562e+14 6.905855617809170122e-01 -3.440573039042196801e-02
1.991976465116279062e+14 6.908400775771260660e-01 -1.911871261367931729e-01
1.990653771580345312e+14 6.910835791619343027e-01 -3.477858517738469102e-01
1.989332833443928125e+14 6.913171104228500452e-01 -5.041733379639931067e-01
1.988013647214854062e+14 6.915412539092435917e-01 -6.603816474099585276e-01
1.986696209410205625e+14 6.917605248644360660e-01 -8.164114378655530357e-01
1.985380516556291250e+14 6.919687346305685161e-01 -9.722198391423405583e-01
1.984066565188616562e+14 6.921696856279130339e-01 -1.127845802440046841e+00
1.982754351851851875e+14 6.923634985961691912e-01 -1.283260924804375147e+00
1.981443873099801875e+14 6.925478591398895878e-01 -1.438483458243947188e+00
1.980135125495376562e+14 6.927287593169577651e-01 -1.593527678054966312e+00
1.978828105610560938e+14 6.928999939183602130e-01 -1.748347514692001337e+00
1.977522810026385312e+14 6.930687788237912539e-01 -1.903020441964585530e+00
1.976219235332894062e+14 6.932295577388275509e-01 -2.057442781092350792e+00
1.974917378129117188e+14 6.933859468732200826e-01 -2.211711081258074696e+00
1.973617235023041250e+14 6.935377003344893598e-01 -2.365792076082753770e+00
1.972318802631579062e+14 6.936832337986401642e-01 -2.519656744826941797e+00
1.971022077580539375e+14 6.938244222495795199e-01 -2.673334347066651073e+00
1.969727056504599062e+14 6.939596403950706316e-01 -2.826823523335009636e+00
1.968433736047275000e+14 6.940925148760136443e-01 -2.980127151069098534e+00
1.967142112860892500e+14 6.942184632918746434e-01 -3.133213029089712887e+00
1.965852183606557500e+14 6.943420439250402865e-01 2.997037996536219495e+00
1.964563944954128438e+14 6.944613539919761713e-01 2.844323236607746441e+00
1.963277393582187188e+14 6.945743875544831969e-01 2.691767600333013988e+00
1.961992526178010312e+14 6.946822840869544269e-01 2.539429625107587629e+00
1.960709339437540938e+14 6.947881884053351831e-01 2.387248299400978713e+00
1.959427830065359375e+14 6.948893057065359535e-01 2.235286679475959826e+00
1.958147994774656875e+14 6.949829207474764736e-01 2.083512670500025532e+00
1.956869830287206250e+14 6.950746608858702213e-01 1.931899277486888611e+00
1.955593333333333438e+14 6.951607912674605538e-01 1.780502166469914327e+00
1.954318500651890312e+14 6.952422612337445518e-01 1.629266726306859869e+00
1.953045328990227812e+14 6.953186949263496786e-01 1.478216265984064304e+00
1.951773815104166562e+14 6.953913177576699356e-01 1.327362709378855810e+00
1.950503955757970312e+14 6.954574977982612705e-01 1.176729083567346734e+00
1.949235747724317188e+14 6.955212740686583794e-01 1.026225349064599168e+00
1.947969187784275312e+14 6.955781018672266836e-01 8.759467916337441151e-01
1.946704272727272812e+14 6.956322674178316845e-01 7.258600771104708471e-01
1.945440999351070938e+14 6.956815094942327971e-01 5.759366335878446375e-01
1.944179364461737812e+14 6.957249995823553412e-01 4.262116739239669716e-01
1.942919364873622500e+14 6.957646108366953852e-01 2.766760614734903867e-01
1.941660997409326250e+14 6.958025524376024729e-01 1.273079402850657016e-01
1.940404258899676562e+14 6.958361135498511985e-01 -2.183132432880382362e-02
1.939149146183699688e+14 6.958656493338922777e-01 -1.708041935654397436e-01
1.937895656108597188e+14 6.958924715182227549e-01 -3.196115902869209324e-01
1.936643785529715625e+14 6.959170043372165937e-01 -4.682210606805445319e-01
1.935393531310523125e+14 6.959375949164990915e-01 -6.166297536252255407e-01
1.934144890322580625e+14 6.959571864957111442e-01 -7.648427496377727675e-01
1.932897859445518750e+14 6.959732237477307404e-01 -9.128790115619764833e-01
1.931652435567010312e+14 6.959896782411282290e-01 -1.060717494349417533e+00
1.930408615582743125e+14 6.960038532024517277e-01 -1.208386857443035423e+00
1.929166396396396250e+14 6.960172882389744631e-01 -1.355854197309105169e+00
1.927925774919614062e+14 6.960281217091933703e-01 -1.503153699400305410e+00
1.926686748071979375e+14 6.960412270053706330e-01 -1.650249342939489550e+00
1.925449312780989062e+14 6.960522772884466525e-01 -1.797173248610874463e+00
1.924213465982028125e+14 6.960632191974186478e-01 -1.943894924271388991e+00
1.922979204618345000e+14 6.960765416181786680e-01 -2.090445150326344148e+00
1.921746525641025625e+14 6.960878353972383970e-01 -2.236789355537688095e+00
1.920515426008968750e+14 6.960999573543177332e-01 -2.382963336175982327e+00
1.919285902688860312e+14 6.961139548287388346e-01 -2.528966301411407880e+00
1.918057952655150000e+14 6.961270141891245933e-01 -2.674765994975845995e+00
1.916831572890025625e+14 6.961428842460887223e-01 -2.820394775053115310e+00
1.915606760383386562e+14 6.961586665398586948e-01 -2.965814562374750718e+00
1.914383512132822500e+14 6.961747809807597998e-01 -3.111065503401017729e+00
1.913161825143586250e+14 6.961920894745078359e-01 3.027043685743253221e+00
1.911941696428571250e+14 6.962114798283559614e-01 2.882173889822045698e+00
1.910723123008285625e+14 6.962294103195206807e-01 2.737439815922544817e+00
1.909506101910827812e+14 6.962481246338034779e-01 2.592915178305982948e+00
1.908290630171864688e+14 6.962708992268080710e-01 2.448597456574727715e+00
1.907076704834605625e+14 6.962890219300524874e-01 2.304417733372455590e+00
1.905864322949777500e+14 6.963103669143188013e-01 2.160443754444147935e+00
1.904653481575603438e+14 6.963298259054850892e-01 2.016612282464573358e+00
1.903444177777777500e+14 6.963500280154041322e-01 1.872987983567772297e+00
1.902236408629441562e+14 6.963713535109018471e-01 1.729570951323382122e+00
1.901030171211160625e+14 6.963891000254116559e-01 1.586296847606894600e+00
1.899825462610899688e+14 6.964067041708454919e-01 1.443195609003935065e+00
1.898622279924002188e+14 6.964253800926005766e-01 1.300307490645494113e+00
1.897420620253164375e+14 6.964430633585309005e-01 1.157559333436520399e+00
1.896220480708412500e+14 6.964566919663878197e-01 1.015019778794438610e+00
1.895021858407079688e+14 6.964702415944541425e-01 8.726259757154288810e-01
1.893824750473783750e+14 6.964833502296946532e-01 7.304452570782533627e-01
1.892629154040404062e+14 6.964933607262723259e-01 5.884406371951933501e-01
1.891435066246056875e+14 6.965035514108726122e-01 4.466160426441876385e-01
1.890242484237074375e+14 6.965099948221379345e-01 3.049352334574107481e-01
1.889051405166981562e+14 6.965140528873922099e-01 1.634655991661397856e-01
1.887861826196473438e+14 6.965177712099721585e-01 2.214751953131195716e-02
1.886673744493392188e+14 6.965211858288510305e-01 -1.189596389596512538e-01
1.885487157232704375e+14 6.965215684395201778e-01 -2.599199875029086781e-01
1.884302061596480000e+14 6.965220904694948700e-01 -4.006652544785536119e-01
1.883118454773869375e+14 6.965174189200353805e-01 -5.412616048174249128e-01
1.881936333961079688e+14 6.965122377830850198e-01 -6.816779360863425286e-01
1.880755696361355000e+14 6.965068018324637178e-01 -8.219135464051837703e-01
1.879576539184952812e+14 6.964977819708738638e-01 -9.619982271599125667e-01
1.878398859649122812e+14 6.964915512282695564e-01 -1.101870014465735181e+00
1.877222654978084062e+14 6.964837763868536591e-01 -1.241587790645041212e+00
1.876047922403003750e+14 6.964719666463170533e-01 -1.381124964517591147e+00
1.874874659161975938e+14 6.964631300311303619e-01 -1.520478092288663152e+00
1.873702862500000000e+14 6.964511119720396826e-01 -1.659687724072904436e+00
("port 3","TE",1,"port 1",1,"transmission")
(101,3)
1.998616386666666562e+14 6.894722472060986762e-01 5.947025246720021308e-01
1.997284863424383750e+14 6.897675019560812748e-01 4.371242565946695802e-01
1.995955113182423438e+14 6.900504559972824303e-01 2.797836490522327413e-01
1.994627132401862812e+14 6.903269541633895168e-01 1.225807353136322692e-01
1.993300917553191562e+14 6.905898012784904560e-01 -3.440903330383017489e-02
1.991976465116279062e+14 6.908442573436657241e-01 -1.911904512961049296e-01
1.990653771580345312e+14 6.910878187961739805e-01 -3.477893015203490923e-01
1.989332833443928125e+14 6.913212764396071686e-01 -5.041767842220531426e-01
1.988013647214854062e+14 6.915454725126036761e-01 -6.603851713414906621e-01
1.986696209410205625e+14 6.917647435207433526e-01 -8.164149995305269858e-01
1.985380516556291250e+14 6.919729659969521274e-01 -9.722234678338931291e-01
1.984066565188616562e+14 6.921739323969644531e-01 -1.127849479371024977e+00
1.982754351851851875e+14 6.923678556645237459e-01 -1.283264653316177561e+00
1.981443873099801875e+14 6.925522223306755931e-01 -1.438487212296379436e+00
1.980135125495376562e+14 6.927330887585936292e-01 -1.593531458911242815e+00
1.978828105610560938e+14 6.929043834715482575e-01 -1.748351334075297858e+00
1.977522810026385312e+14 6.930732487130436548e-01 -1.903024273232268193e+00
1.976219235332894062e+14 6.932340773553240520e-01 -2.057446626285043934e+00
1.974917378129117188e+14 6.933904604147821393e-01 -2.211714943728443572e+00
1.973617235023041250e+14 6.935422746716054521e-01 -2.365795956031411240e+00
1.972318802631579062e+14 6.936879418145127651e-01 -2.519660595700940142e+00
1.971022077580539375e+14 6.938291628789899912e-01 -2.673338201766281674e+00
1.969727056504599062e+14 6.939644494620452742e-01 -2.826827357368829841e+00
1.968433736047275000e+14 6.940973748222104556e-01 -2.980130986549608174e+00
1.967142112860892500e+14 6.942233647725064571e-01 -3.133216859113564734e+00
1.965852183606557500e+14 6.943470702933357552e-01 2.997034238177073817e+00
1.964563944954128438e+14 6.944664813605867515e-01 2.844319481485352519e+00
1.963277393582187188e+14 6.945795273868287101e-01 2.691763821836049342e+00
1.961992526178010312e+14 6.946875031117453192e-01 2.539425852400237993e+00
1.960709339437540938e+14 6.947935469142350051e-01 2.387244700367228134e+00
1.959427830065359375e+14 6.948947653069269537e-01 2.235283102171953473e+00
1.958147994774656875e+14 6.949884266178368852e-01 2.083509071461171036e+00
1.956869830287206250e+14 6.950802501316493132e-01 1.931895691165106177e+00
1.955593333333333438e+14 6.951665328977379987e-01 1.780498764087934394e+00
1.954318500651890312e+14 6.952480383895061067e-01 1.629263237097121397e+00
1.953045328990227812e+14 6.953245850116792637e-01 1.478212848827774373e+00
1.951773815104166562e+14 6.953972972647720630e-01 1.327359356642900501e+00
1.950503955757970312e+14 6.954635452387591954e-01 1.176725643116228071e+00
1.949235747724317188e+14 6.955275073978089972e-01 1.026222240627610915e+00
1.947969187784275312e+14 6.955844403435813561e-01 8.759436866326689719e-01
1.946704272727272812e+14 6.956387151908556277e-01 7.258571309851965525e-01
1.945440999351070938e+14 6.956880110924695826e-01 5.759335315132654287e-01
1.944179364461737812e+14 6.957316550765133556e-01 4.262087379623353267e-01
1.942919364873622500e+14 6.957713593519972983e-01 2.766732385548346107e-01
1.941660997409326250e+14 6.958094020893308418e-01 1.273051883807456430e-01
1.940404258899676562e+14 6.958430635464116776e-01 -2.183390042871147588e-02
1.939149146183699688e+14 6.958727214353016555e-01 -1.708067797710006719e-01
1.937895656108597188e+14 6.958996463384464759e-01 -3.196142924835860821e-01
1.936643785529715625e+14 6.959242855205107769e-01 -4.682235341740947354e-01
1.935393531310523125e+14 6.959449637545115364e-01 -6.166321547293783789e-01
1.934144890322580625e+14 6.959646631463266564e-01 -7.648450544787114280e-01
1.932897859445518750e+14 6.959807820690276925e-01 -9.128812407061168699e-01
1.931652435567010312e+14 6.959973519811619713e-01 -1.060719919096302588e+00
1.930408615582743125e+14 6.960116388941914867e-01 -1.208389178393187713e+00
1.929166396396396250e+14 6.960251317180705666e-01 -1.355856076520145281e+00
1.927925774919614062e+14 6.960360917943133607e-01 -1.503155880926319021e+00
1.926686748071979375e+14 6.960492506068489682e-01 -1.650251293896527915e+00
1.925449312780989062e+14 6.960605089439185766e-01 -1.797175540445245634e+00
1.924213465982028125e+14 6.960714163840886481e-01 -1.943896713003947507e+00
1.922979204618345000e+14 6.960849032112171875e-01 -2.090447111231827471e+00
1.921746525641025625e+14 6.960962102343761781e-01 -2.236791064641986626e+00
1.920515426008968750e+14 6.961084071197488621e-01 -2.382965113477874652e+00
1.919285902688860312e+14 6.961224919507942310e-01 -2.528967994924280926e+00
1.918057952655150000e+14 6.961356656604071880e-01 -2.674767747586954236e+00
1.916831572890025625e+14 6.961516040827431251e-01 -2.820396450758517748e+00
1.915606760383386562e+14 6.961674078055926085e-01 -2.965816149999888296e+00
1.914383512132822500e+14 6.961835363265380661e-01 -3.111066946401372935e+00
1.913161825143586250e+14 6.962010670931737533e-01 3.027042072367173819e+00
1.911941696428571250e+14 6.962204368292200796e-01 2.882172443368366643e+00
1.910723123008285625e+14 6.962384317733839589e-01 2.737438355158930303e+00
1.909506101910827812e+14 6.962572819675060254e-01 2.592913652739751829e+00
1.908290630171864688e+14 6.962800150952531686e-01 2.448596077833557150e+00
1.907076704834605625e+14 6.962982251739633366e-01 2.304416340397785312e+00
1.905864322949777500e+14 6.963195839252667163e-01 2.160442402936042505e+00
1.904653481575603438e+14 6.963391659128411737e-01 2.016610915337617271e+00
1.903444177777777500e+14 6.963593714336833163e-01 1.872986642895471121e+00
1.902236408629441562e+14 6.963806671997663233e-01 1.729569687420375868e+00
1.901030171211160625e+14 6.963985240517127639e-01 1.586295582912293112e+00
1.899825462610899688e+14 6.964160800367029669e-01 1.443194402865811687e+00
1.898622279924002188e+14 6.964348127663516630e-01 1.300306286471993200e+00
1.897420620253164375e+14 6.964526106055680676e-01 1.157558117901581030e+00
1.896220480708412500e+14 6.964661069745627930e-01 1.015018623092372563e+00
1.895021858407079688e+14 6.964798195644875678e-01 8.726248079500352750e-01
1.893824750473783750e+14 6.964929501747474383e-01 7.304441054741471762e-01
1.892629154040404062e+14 6.965029092472809769e-01 5.884395114458943477e-01
1.891435066246056875e+14 6.965131297435042113e-01 4.466149295193255764e-01
1.890242484237074375e+14 6.965195326543746068e-01 3.049341450230706463e-01
1.889051405166981562e+14 6.965236453207448442e-01 1.634645209206287420e-01
1.887861826196473438e+14 6.965274403067059916e-01 2.214648133960966936e-02
1.886673744493392188e+14 6.965308220356801749e-01 -1.189606640725235226e-01
1.885487157232704375e+14 6.965312330979557265e-01 -2.599210281522474353e-01
1.884302061596480000e+14 6.965317434245263950e-01 -4.006662735996389113e-01
1.883118454773869375e+14 6.965270300786831070e-01 -5.412626244831324485e-01
1.881936333961079688e+14 6.965218132202732892e-01 -6.816789684901536361e-01
1.880755696361355000e+14 6.965164927458951105e-01 -8.219144894533827461e-01
1.879576539184952812e+14 6.965073733633351249e-01 -9.619992329805205911e-01
1.878398859649122812e+14 6.965011911035887682e-01 -1.101870950405023253e+00
1.877222654978084062e+14 6.964934188374976021e-01 -1.241588690948941087e+00
1.876047922403003750e+14 6.964815975840566997e-01 -1.381125928393117208e+00
1.874874659161975938e+14 6.964727350695628649e-01 -1.520479047137229589e+00
1.873702862500000000e+14 6.964607143444364601e-01 -1.659688660492490975e+00
("port 1","TE",1,"port 2",1,"transmission")
(101,3)
1.998616386666666562e+14 6.894128668987510311e-01 6.837016900447123735e-01
1.997284863424383750e+14 6.896934385224291475e-01 5.262364774304408854e-01
1.995955113182423438e+14 6.899509463979588419e-01 3.690110832819236131e-01
1.994627132401862812e+14 6.901915550741646310e-01 2.119303518621313831e-01
1.993300917553191562e+14 6.904112820944211526e-01 5.507297069622810182e-02
1.991976465116279062e+14 6.906142684836316104e-01 -1.015632750619686331e-01
1.990653771580345312e+14 6.908051478846565230e-01 -2.580074722522647801e-01
1.989332833443928125e+14 6.909810974712116138e-01 -4.142234983029410289e-01
1.988013647214854062e+14 6.911500117472457738e-01 -5.702474734738277595e-01
1.986696209410205625e+14 6.913141767139501237e-01 -7.260782147632879324e-01
1.985380516556291250e+14 6.914724790860804493e-01 -8.816768630528689643e-01
1.984066565188616562e+14 6.916285296074471400e-01 -1.037081106916262430e+00
1.982754351851851875e+14 6.917841965414156524e-01 -1.192265064232179261e+00
1.981443873099801875e+14 6.919379416871698218e-01 -1.347249621937471886e+00
1.980135125495376562e+14 6.920959747516183258e-01 -1.502050971863884810e+00
1.978828105610560938e+14 6.922532470202347188e-01 -1.656624667057794875e+00
1.977522810026385312e+14 6.924151729803521560e-01 -1.811051122371328592e+00
1.976219235332894062e+14 6.925786681812772239e-01 -1.965229059128651201e+00
1.974917378129117188e+14 6.927430400839943436e-01 -2.119256380695229591e+00
1.973617235023041250e+14 6.929110995256945182e-01 -2.273103558082519626e+00
1.972318802631579062e+14 6.930770260935912308e-01 -2.426738357411339475e+00
1.971022077580539375e+14 6.932418062579015494e-01 -2.580195371473623212e+00
1.969727056504599062e+14 6.934041190224011775e-01 -2.733471510157634121e+00
1.968433736047275000e+14 6.935635295564370750e-01 -2.886570596684492784e+00
1.967142112860892500e+14 6.937167449830693444e-01 -3.039459649108092965e+00
1.965852183606557500e+14 6.938668831658502123e-01 3.090979261425222724e+00
1.964563944954128438e+14 6.940089818426129487e-01 2.938446308183540800e+00
1.963277393582187188e+14 6.941424665819564410e-01 2.786064950952612751e+00
1.961992526178010312e+14 6.942660981249132446e-01 2.633898147529789568e+00
1.960709339437540938e+14 6.943822565850907846e-01 2.481884496555260888e+00
1.959427830065359375e+14 6.944897248755678154e-01 2.330085586764675476e+00
1.958147994774656875e+14 6.945828335698616129e-01 2.178477230578857338e+00
1.956869830287206250e+14 6.946694623305711414e-01 2.027027662658537288e+00
1.955593333333333438e+14 6.947459665920445726e-01 1.875796513589189418e+00
1.954318500651890312e+14 6.948120435985686294e-01 1.724730765298637003e+00
1.953045328990227812e+14 6.948704318102532085e-01 1.573851967547089892e+00
1.951773815104166562e+14 6.949195677900136259e-01 1.423176226780275444e+00
1.950503955757970312e+14 6.949617978836384324e-01 1.272723311476828822e+00
1.949235747724317188e+14 6.949983216260162688e-01 1.122406023633443439e+00
1.947969187784275312e+14 6.950272428028472227e-01 9.723182560980808686e-01
1.946704272727272812e+14 6.950519448222785002e-01 8.224271887215109933e-01
1.945440999351070938e+14 6.950716255832015689e-01 6.727040891713048643e-01
1.944179364461737812e+14 6.950860985263347391e-01 5.231831134562494601e-01
1.942919364873622500e+14 6.950979655905731303e-01 3.738535038521748066e-01
1.941660997409326250e+14 6.951110084606496597e-01 2.246920565093266098e-01
1.940404258899676562e+14 6.951198704449419452e-01 7.576198094344065159e-02
1.939149146183699688e+14 6.951262267846901599e-01 -7.300162962175245351e-02
1.937895656108597188e+14 6.951316341414728317e-01 -2.216009592027022856e-01
1.936643785529715625e+14 6.951383225908709385e-01 -3.700053401113672646e-01
1.935393531310523125e+14 6.951412120240249015e-01 -5.182098408460298344e-01
1.934144890322580625e+14 6.951440424379159433e-01 -6.662217766667678509e-01
1.932897859445518750e+14 6.951442854419701556e-01 -8.140609387697470556e-01
1.931652435567010312e+14 6.951439782748135565e-01 -9.617050672686638935e-01
1.930408615582743125e+14 6.951436542525113449e-01 -1.109185771452987801e+00
1.929166396396396250e+14 6.951429697386095619e-01 -1.256468126306336197e+00
1.927925774919614062e+14 6.951373859857092885e-01 -1.403586181958958345e+00
1.926686748071979375e+14 6.951339244038283738e-01 -1.550505031219104435e+00
1.925449312780989062e+14 6.951277632800269002e-01 -1.697255308485273728e+00
1.924213465982028125e+14 6.951188958478128344e-01 -1.843805492224414255e+00
1.922979204618345000e+14 6.951120943618103176e-01 -1.990188468514493048e+00
1.921746525641025625e+14 6.951027453111054966e-01 -2.136366836986326678e+00
1.920515426008968750e+14 6.950911209371047894e-01 -2.282375497558374544e+00
1.919285902688860312e+14 6.950815349953255451e-01 -2.428215522388473602e+00
1.918057952655150000e+14 6.950690000459991413e-01 -2.573852395684040673e+00
1.916831572890025625e+14 6.950595168733444407e-01 -2.719318908134657153e+00
1.915606760383386562e+14 6.950498169279040184e-01 -2.864575983404755721e+00
1.914383512132822500e+14 6.950388368835845876e-01 -3.009662854802001686e+00
1.913161825143586250e+14 6.950311567802710533e-01 3.128609363839211177e+00
1.911941696428571250e+14 6.950277421239662301e-01 2.983902812230438073e+00
1.910723123008285625e+14 6.950222425764812639e-01 2.839332967851282863e+00
1.909506101910827812e+14 6.950190003592183752e-01 2.694972589195183676e+00
1.908290630171864688e+14 6.950237472363365310e-01 2.550818134050594210e+00
1.907076704834605625e+14 6.950237059668259443e-01 2.406802583390336370e+00
1.905864322949777500e+14 6.950292766399456257e-01 2.262991574888869373e+00
1.904653481575603438e+14 6.950365938875695537e-01 2.119321297722398967e+00
1.903444177777777500e+14 6.950451007729043784e-01 1.975857512386826720e+00
