[2,2]
("port 1","TE",1,"port 1",1,"transmission")
1.893824750473783750e+14 3.640968362792614682e-02 -1.414971980153845399e+00
1.892629154040404062e+14 5.056904068698339638e-02 -1.695170831584059679e+00
1.891435066246056875e+14 6.637801758912591221e-02 -2.012547732102664799e+00
1.890242484237074375e+14 8.077935199500679841e-02 -2.514439421712490574e+00
1.889051405166981562e+14 7.706434045547813638e-02 3.125213003400218792e+00
1.887861826196473438e+14 4.983392654700067453e-02 2.455794091216618291e+00
1.886673744493392188e+14 1.318562173015192483e-02 2.245258259042360205e+00
1.885487157232704375e+14 2.226417374965839607e-02 -2.755150787563402037e+00
1.884302061596480000e+14 2.929180741853891490e-02 3.017401665400475164e+00
1.883118454773869375e+14 1.795424016106435955e-02 2.757851532778364145e+00
1.881936333961079688e+14 1.754549191508729053e-02 -2.914251308509492766e+00
1.880755696361355000e+14 2.487270388635937426e-02 -3.095443026447345591e+00
1.879576539184952812e+14 2.140367419032912499e-02 3.100645609603811970e+00
1.878398859649122812e+14 2.996571594015057932e-02 -2.967779765692718730e+00
1.877222654978084062e+14 4.650304871401227114e-02 2.852671017905651141e+00
1.876047922403003750e+14 4.773115214114653088e-02 2.073747357702482308e+00
1.874874659161975938e+14 3.127235406255708672e-02 1.032755483893605497e+00
1.873702862500000000e+14 1.855813428917178071e-02 -7.885573731811184039e-01
("port 2","TE",1,"port 1",1,"transmission")
(101,3)
1.998616386666666562e+14 1.636500719273788207e-02 1.740889169286595983e+00
1.997284863424383750e+14 1.613618197128351486e-02 4.051413726346634325e-01
1.995955113182423438e+14 1.428076802877708065e-02 -8.939166163878524696e-01
1.994627132401862812e+14 1.117868983929028517e-02 -2.138019576884337525e+00
1.993300917553191562e+14 7.592530123411466922e-03 3.010792408233880835e+00
1.991976465116279062e+14 4.597571847671430394e-03 2.126071624399388238e+00
1.990653771580345312e+14 3.391542095791790293e-03 1.594387440386745958e+00
1.989332833443928125e+14 3.569694345776125172e-03 9.652700766666134635e-01
1.988013647214854062e+14 3.679746180980016795e-03 1.686600590546491196e-01
1.986696209410205625e+14 3.682968755367476473e-03 -6.008708452063277194e-01
1.985380516556291250e+14 3.981333362343479967e-03 -1.396398472612482955e+00
1.984066565188616562e+14 4.134272042398858329e-03 -2.341372153988071414e+00
1.982754351851851875e+14 3.239428974078898630e-03 2.893785676012131436e+00
1.981443873099801875e+14 8.484347652453598249e-04 2.226988123671533870e+00
1.980135125495376562e+14 3.496884647531756530e-03 -2.934732409986272827e+00
1.978828105610560938e+14 8.620531681361920731e-03 2.204797770179792504e+00
1.977522810026385312e+14 1.381463666566644030e-02 9.828145254640651141e-01
1.976219235332894062e+14 1.800047026449442394e-02 -2.585914715592587121e-01
1.974917378129117188e+14 2.031274229612860249e-02 -1.508050393518425514e+00
1.973617235023041250e+14 2.030110267853656864e-02 -2.761482276368218525e+00
1.972318802631579062e+14 1.801983968432553651e-02 2.264935947640277281e+00
1.971022077580539375e+14 1.397242271593684103e-02 1.001646071298819995e+00
1.969727056504599062e+14 8.947081229540271297e-03 -2.802496299914161715e-01
1.968433736047275000e+14 3.829582655676466024e-03 -1.649719358554823767e+00
1.967142112860892500e+14 1.102633018534284349e-03 1.224886778791093089e+00
1.965852183606557500e+14 4.212475247016820440e-03 -6.347585924495928733e-01
1.964563944954128438e+14 6.098777159706273050e-03 -1.966330300706078837e+00
1.963277393582187188e+14 6.514340410300547418e-03 3.013662315377618750e+00
1.961992526178010312e+14 5.602943334465859508e-03 1.691853790246138134e+00
1.960709339437540938e+14 3.695645857317921088e-03 2.735678900933230517e-01
1.959427830065359375e+14 1.707074779418363665e-03 -1.764920655766150093e+00
1.958147994774656875e+14 3.098446701852794558e-03 1.972150464498315880e+00
1.956869830287206250e+14 6.045568695515405114e-03 5.112712608712921547e-01
1.955593333333333438e+14 8.895557889346202701e-03 -7.192600558437325375e-01
1.954318500651890312e+14 1.142282282259277602e-02 -1.858631276756720130e+00
1.953045328990227812e+14 1.371453579765454303e-02 -2.941246879758549149e+00
1.951773815104166562e+14 1.596903871543105258e-02 2.287596470986990926e+00
1.950503955757970312e+14 1.821483366583372468e-02 1.230221685670391363e+00
1.949235747724317188e+14 2.011123802698455004e-02 1.448926364380473397e-01
1.947969187784275312e+14 2.102366686446134961e-02 -9.802905116737216096e-01
1.946704272727272812e+14 2.030482737452433267e-02 -2.152221355926603241e+00
1.945440999351070938e+14 1.759658327672733794e-02 2.897640260067039453e+00
1.944179364461737812e+14 1.312326589645558365e-02 1.550976367908788678e+00
1.942919364873622500e+14 8.368776693169099890e-03 -1.100968357932909231e-01
1.941660997409326250e+14 8.049939634006861647e-03 -2.271646935390148503e+00
1.940404258899676562e+14 1.291088663017023533e-02 2.272052172201207920e+00
1.939149146183699688e+14 1.788589960326221126e-02 8.754252672047857509e-01
1.937895656108597188e+14 2.077662282126037721e-02 -4.117002098673275823e-01
1.936643785529715625e+14 2.071744454139340039e-02 -1.651108419366778657e+00
1.935393531310523125e+14 1.754978377202597029e-02 -2.855309101193773014e+00
1.934144890322580625e+14 1.173147330535030675e-02 2.281074353417806844e+00
1.932897859445518750e+14 4.471599975416332487e-03 1.432451040574060475e+00
1.931652435567010312e+14 5.109773652697179903e-03 2.329055648395025102e+00
1.930408615582743125e+14 1.239714426249953309e-02 1.437031716705037043e+00
1.929166396396396250e+14 1.820693859390814726e-02 3.322567540866804281e-01
1.927925774919614062e+14 2.156778414866183935e-02 -7.905432809627920276e-01
1.926686748071979375e+14 2.222243776434162238e-02 -1.896022207793762293e+00
1.925449312780989062e+14 2.049825661149501724e-02 -2.962202622584466649e+00
1.924213465982028125e+14 1.723578869559109356e-02 2.320347828750273234e+00
1.922979204618345000e+14 1.359308821751249556e-02 1.415968489098074379e+00
1.921746525641025625e+14 1.060918974199730712e-02 6.191112025893883430e-01
1.920515426008968750e+14 8.476619591055023842e-03 -1.176066059956889093e-01
1.919285902688860312e+14 6.411545274657877436e-03 -8.224769214304404885e-01
1.918057952655150000e+14 4.126380182426254463e-03 -1.250560643812612449e+00
1.916831572890025625e+14 4.943136696452845799e-03 -1.139465913172267530e+00
1.915606760383386562e+14 9.849875248099411798e-03 -1.728299941657729155e+00
1.914383512132822500e+14 1.565245302617778930e-02 -2.671193080279797183e+00
1.913161825143586250e+14 2.085880363404390980e-02 2.562100194095007222e+00
1.911941696428571250e+14 2.447656954925658129e-02 1.466414457069297628e+00
1.910723123008285625e+14 2.582396741851952435e-02 3.463703968715914905e-01
1.909506101910827812e+14 2.458032835809728991e-02 -7.868592950155850474e-01
1.908290630171864688e+14 2.082766461668019917e-02 -1.924814802020037963e+00
1.907076704834605625e+14 1.504126645365006128e-02 -3.054142470657887021e+00
1.905864322949777500e+14 8.062351518649658530e-03 2.161970338459382912e+00
1.904653481575603438e+14 1.884170840993632922e-03 2.041641274040002507e+00
1.903444177777777500e+14 6.280580056040556761e-03 2.405470567386402969e+00
1.902236408629441562e+14 1.099320384745299840e-02 1.320281659535511798e+00
1.901030171211160625e+14 1.348792099902972920e-02 1.105051543517184404e-01
1.899825462610899688e+14 1.362981819055394082e-02 -1.182725128072684484e+00
1.898622279924002188e+14 1.213178778288485568e-02 -2.606486196121874155e+00
1.897420620253164375e+14 1.091210958702899629e-02 2.051192512482079344e+00
1.896220480708412500e+14 1.231189034318535581e-02 3.576365628660391760e-01
1.895021858407079688e+14 1.589828589489815022e-02 -1.145182817537646169e+00
1.893824750473783750e+14 1.947975766986581245e-02 -2.469166537554520868e+00
1.892629154040404062e+14 2.157724903964917951e-02 2.591537568506086409e+00
1.891435066246056875e+14 2.158978470410586117e-02 1.431378196310403972e+00
1.890242484237074375e+14 1.960091846437425622e-02 3.188898350173653973e-01
1.889051405166981562e+14 1.620961388177391549e-02 -7.475122584790621083e-01
1.887861826196473438e+14 1.230222418091119971e-02 -1.765136955745129965e+00
1.886673744493392188e+14 8.749856540131831922e-03 -2.743304254062033376e+00
1.885487157232704375e+14 6.058835829376774118e-03 2.528103947103641502e+00
1.884302061596480000e+14 4.394084996154548096e-03 1.275521304127756661e+00
1.883118454773869375e+14 4.578490247282071719e-03 -3.323413493874655122e-01
1.881936333961079688e+14 7.111279462995806488e-03 -1.794107325175202661e+00
1.880755696361355000e+14 1.067928948961003634e-02 -3.029126996072831979e+00
1.879576539184952812e+14 1.401582871646679489e-02 2.102230102144948098e+00
1.878398859649122812e+14 1.613917065875285564e-02 9.778041040312925869e-01
1.877222654978084062e+14 1.633254112985536161e-02 -1.374321720593353890e-01
1.876047922403003750e+14 1.424003069413402357e-02 -1.248025237379843055e+00
1.874874659161975938e+14 9.929352119675704039e-03 -2.349307653006374341e+00
1.873702862500000000e+14 3.895674172368710896e-03 2.900462286418765689e+00
("port 3","TE",1,"port 1",1,"transmission")
(101,3)
1.998616386666666562e+14 6.969134897722507604e-01 -9.136385870542081955e-01
1.997284863424383750e+14 6.975261716575116289e-01 -1.998697739669600404e+00
1.995955113182423438e+14 6.980676154345971662e-01 -3.082256492439410689e+00
1.994627132401862812e+14 6.983786668081111149e-01 2.118643493666992672e+00
1.993300917553191562e+14 6.984063935360192987e-01 1.038213693275589877e+00
1.991976465116279062e+14 6.982894862092137167e-01 -4.010664919812097218e-02
1.990653771580345312e+14 6.982209400386316656e-01 -1.116465348027047444e+00
1.989332833443928125e+14 6.983125499830717953e-01 -2.190898460461134345e+00
1.988013647214854062e+14 6.985589802441758422e-01 3.019405319920612119e+00
1.986696209410205625e+14 6.988522137940289536e-01 1.947962477157992423e+00
1.985380516556291250e+14 6.990514644250700460e-01 8.781244348619913209e-01
1.984066565188616562e+14 6.990808428633266125e-01 -1.901477593221451157e-01
1.982754351851851875e+14 6.989683517195734996e-01 -1.256519033210308667e+00
1.981443873099801875e+14 6.987786923166751096e-01 -2.321088679853982040e+00
1.980135125495376562e+14 6.985720557011496634e-01 2.899329776904032041e+00
1.978828105610560938e+14 6.983894556882210836e-01 1.838478410346443326e+00
1.977522810026385312e+14 6.982254836018996214e-01 7.792114744950534577e-01
1.976219235332894062e+14 6.981041610348324156e-01 -2.780169713874341975e-01
1.974917378129117188e+14 6.980595410581488247e-01 -1.333687457183114322e+00
1.973617235023041250e+14 6.981206501994949853e-01 -2.387661047854111818e+00
1.972318802631579062e+14 6.982930949135222054e-01 2.843290872840428030e+00
1.971022077580539375e+14 6.985516607526901511e-01 1.792590366199116270e+00
1.969727056504599062e+14 6.988390645142339430e-01 7.433432927615520880e-01
1.968433736047275000e+14 6.990842067585076869e-01 -3.044458124876828209e-01
1.967142112860892500e+14 6.992209943114671145e-01 -1.350555512460530405e+00
1.965852183606557500e+14 6.992401954284610532e-01 -2.395210292682982800e+00
1.964563944954128438e+14 6.991533819887129075e-01 2.845149974885682553e+00
1.963277393582187188e+14 6.989807295599134163e-01 1.803889331393702999e+00
1.961992526178010312e+14 6.987683866418614720e-01 7.645066487024476665e-01
1.960709339437540938e+14 6.985387422826105919e-01 -2.733092100756125964e-01
1.959427830065359375e+14 6.983004810016806285e-01 -1.309316096358300152e+00
1.958147994774656875e+14 6.980369789177020001e-01 -2.343655799457971867e+00
1.956869830287206250e+14 6.977252348971142437e-01 2.906705056729155690e+00
1.955593333333333438e+14 6.973408899575082032e-01 1.875748226457829571e+00
1.954318500651890312e+14 6.969103232334465936e-01 8.464327529763694402e-01
1.953045328990227812e+14 6.964954534486426097e-01 -1.810027612298834854e-01
1.951773815104166562e+14 6.961805283415516410e-01 -1.206633128050973669e+00
1.950503955757970312e+14 6.960192519357000229e-01 -2.230407274399801132e+00
1.949235747724317188e+14 6.960051185400835116e-01 3.030234135228921488e+00
1.947969187784275312e+14 6.960410465116289025e-01 2.009258634238836549e+00
1.946704272727272812e+14 6.959839896020195704e-01 9.896755640456161851e-01
1.945440999351070938e+14 6.957346211378818701e-01 -2.852394023039024271e-02
1.944179364461737812e+14 6.952671486492816300e-01 -1.045036747707445146e+00
1.942919364873622500e+14 6.946379000958067262e-01 -2.059678616329286172e+00
1.941660997409326250e+14 6.939826914604495522e-01 -3.072563312693294968e+00
1.940404258899676562e+14 6.933883167455211494e-01 2.199707933149946726e+00
1.939149146183699688e+14 6.928979555028680348e-01 1.190279005120741251e+00
1.937895656108597188e+14 6.924355331579796768e-01 1.822579562129257036e-01
1.936643785529715625e+14 6.919222499114465741e-01 -8.243136712152583367e-01
1.935393531310523125e+14 6.912713584602583339e-01 -1.829292011909363858e+00
1.934144890322580625e+14 6.904748932551387774e-01 -2.832598615796801056e+00
1.932897859445518750e+14 6.895734740708938659e-01 2.448925560094548981e+00
1.931652435567010312e+14 6.886410359570619422e-01 1.449090275385719773e+00
1.930408615582743125e+14 6.877312363382157567e-01 4.508685708294391525e-01
1.929166396396396250e+14 6.868722017910060540e-01 -5.456542475776545720e-01
1.927925774919614062e+14 6.860344748115777547e-01 -1.540669547144576823e+00
1.926686748071979375e+14 6.851788208977432904e-01 -2.534056849095374986e+00
1.925449312780989062e+14 6.843093175217490609e-01 2.757240305596294405e+00
1.924213465982028125e+14 6.834226113330772456e-01 1.767004094467478303e+00
1.922979204618345000e+14 6.825109052545355048e-01 7.783434101154537155e-01
1.921746525641025625e+14 6.816199053316951417e-01 -2.086454099554783670e-01
1.920515426008968750e+14 6.807584027138988692e-01 -1.194136598211293476e+00
1.919285902688860312e+14 6.799221295843941304e-01 -2.178213837762814187e+00
1.918057952655150000e+14 6.790766870028723812e-01 3.122380562129913883e+00
1.916831572890025625e+14 6.781382605127969088e-01 2.141103761954433971e+00
1.915606760383386562e+14 6.770259830309073301e-01 1.161318022954755502e+00
1.914383512132822500e+14 6.756525035853988559e-01 1.830304267975515764e-01
1.913161825143586250e+14 6.740381577320387896e-01 -7.935403186934576469e-01
1.911941696428571250e+14 6.722898842405123920e-01 -1.768080916015913662e+00
1.910723123008285625e+14 6.705800597109846661e-01 -2.740840121100980742e+00
1.909506101910827812e+14 6.690828290403773027e-01 2.571527652904838313e+00
1.908290630171864688e+14 6.678850173178034755e-01 1.602336229894323338e+00
1.907076704834605625e+14 6.668903242401178488e-01 6.341652119472950266e-01
1.905864322949777500e+14 6.658834890579533594e-01 -3.328204415628006618e-01
1.904653481575603438e+14 6.646320372164992163e-01 -1.298796835423640994e+00
1.903444177777777500e+14 6.630606941378994756e-01 -2.263153608078737555e+00
1.902236408629441562e+14 6.612339642564132314e-01 3.057627357936604451e+00
1.901030171211160625e+14 6.593658163274680462e-01 2.097019500116933610e+00
1.899825462610899688e+14 6.576877803541631984e-01 1.138253333751852336e+00
1.898622279924002188e+14 6.562958995002792228e-01 1.810921087030181176e-01
1.897420620253164375e+14 6.550424914770887064e-01 -7.750677748455455651e-01
1.896220480708412500e+14 6.536859773458282286e-01 -1.730085033483036661e+00
1.895021858407079688e+14 6.519793652180072563e-01 -2.684028489210630308e+00
1.893824750473783750e+14 6.498571075416880172e-01 2.647032250276761811e+00
1.892629154040404062e+14 6.474501460155948074e-01 1.696980081656376926e+00
1.891435066246056875e+14 6.450379211326414675e-01 7.491230809769662269e-01
1.890242484237074375e+14 6.429364734245148760e-01 -1.967979495939456702e-01
1.889051405166981562e+14 6.412554680172187771e-01 -1.141001844354991412e+00
1.887861826196473438e+14 6.398943041305393820e-01 -2.084182314364869004e+00
1.886673744493392188e+14 6.386145591896160711e-01 -3.026275641226347624e+00
1.885487157232704375e+14 6.371803893713309241e-01 2.315642793585324988e+00
1.884302061596480000e+14 6.354503474362254156e-01 1.375829068378050302e+00
1.883118454773869375e+14 6.334126600511238436e-01 4.373958547101898797e-01
1.881936333961079688e+14 6.312060344435650450e-01 -4.992763530265236227e-01
1.880755696361355000e+14 6.289421090725995089e-01 -1.434233899691062852e+00
1.879576539184952812e+14 6.266788197863805143e-01 -2.367671917531332770e+00
1.878398859649122812e+14 6.244363753324480015e-01 2.983785735624561841e+00
1.877222654978084062e+14 6.221874476908015872e-01 2.053477653992866525e+00
1.876047922403003750e+14 6.199138419962740842e-01 1.124698668383233402e+00
1.874874659161975938e+14 6.176875129911130191e-01 1.974925354029219982e-01
1.873702862500000000e+14 6.155246701085781424e-01 -7.283547117342185073e-01
("port 4","TE",1,"port 1",1,"transmission")
(101,3)
1.998616386666666562e+14 6.232285601037890199e-01 2.276255511546276367e+00
1.997284863424383750e+14 6.230569580396985163e-01 1.189822925048745317e+00
1.995955113182423438e+14 6.229090980618467999e-01 1.050414081196219956e-01
1.994627132401862812e+14 6.226615387167598881e-01 -9.784321397580368895e-01
1.993300917553191562e+14 6.222336575483246035e-01 -2.060083748945173987e+00
1.991976465116279062e+14 6.217132889785036420e-01 -3.139650262122079649e+00
1.990653771580345312e+14 6.212713954543176431e-01 2.065955402464200397e+00
1.989332833443928125e+14 6.210411431840170415e-01 9.903423775071662494e-01
1.988013647214854062e+14 6.210427375475019440e-01 -8.373116720170852012e-02
1.986696209410205625e+14 6.211577210660083059e-01 -1.156454855282107230e+00
1.985380516556291250e+14 6.211977801385099029e-01 -2.227670888227276436e+00
1.984066565188616562e+14 6.210446289745750192e-01 2.985864299249735065e+00
1.982754351851851875e+14 6.207490342943684514e-01 1.918256710555892308e+00
1.981443873099801875e+14 6.204705180275748022e-01 8.526557899924468442e-01
1.980135125495376562e+14 6.203770719086999508e-01 -2.110493337840149697e-01
1.978828105610560938e+14 6.205348320709057619e-01 -1.273007518700064455e+00
1.977522810026385312e+14 6.208259000958026297e-01 -2.333796606235087889e+00
1.976219235332894062e+14 6.210627841177482900e-01 2.890169947888903579e+00
1.974917378129117188e+14 6.210912606990566243e-01 1.832251669316447229e+00
1.973617235023041250e+14 6.208941243873585814e-01 7.761494402242504753e-01
1.972318802631579062e+14 6.206086719920064221e-01 -2.777651751064516561e-01
1.971022077580539375e+14 6.204446593503457619e-01 -1.329608568465629581e+00
1.969727056504599062e+14 6.205439838784860829e-01 -2.379645878484289767e+00
1.968433736047275000e+14 6.208957303519210269e-01 2.854996585845259727e+00
1.967142112860892500e+14 6.213452630970539570e-01 1.807925015290664295e+00
1.965852183606557500e+14 6.217264131939370664e-01 7.620564378338927636e-01
1.964563944954128438e+14 6.219418048468796645e-01 -2.820868512036421860e-01
1.963277393582187188e+14 6.220038104279842495e-01 -1.324571806242057725e+00
1.961992526178010312e+14 6.220347682112788990e-01 -2.364968597996928601e+00
1.960709339437540938e+14 6.221453951638754587e-01 2.879574340342193395e+00
1.959427830065359375e+14 6.223837777386799219e-01 1.842820304201804760e+00
1.958147994774656875e+14 6.227184239350943562e-01 8.077119381539591414e-01
1.956869830287206250e+14 6.230903034129078311e-01 -2.259485696755040018e-01
1.955593333333333438e+14 6.234524379857636633e-01 -1.257817461805316395e+00
1.954318500651890312e+14 6.238199096609187144e-01 -2.288149689813488763e+00
1.953045328990227812e+14 6.242205579122205306e-01 2.966413190707912761e+00
1.951773815104166562e+14 6.246547208412959185e-01 1.939375072988830162e+00
1.950503955757970312e+14 6.250600827676600080e-01 9.140233737811803705e-01
1.949235747724317188e+14 6.253519466283250505e-01 -1.100750509895333240e-01
1.947969187784275312e+14 6.254622221479725352e-01 -1.132306129556083230e+00
1.946704272727272812e+14 6.254051414536464515e-01 -2.152631996604301712e+00
1.945440999351070938e+14 6.253051416804821239e-01 3.112144360573245727e+00
1.944179364461737812e+14 6.253170490287379701e-01 2.095740127674112330e+00
1.942919364873622500e+14 6.255377409711582182e-01 1.081169326701546307e+00
1.941660997409326250e+14 6.259774448276461678e-01 6.800373339492682412e-02
1.940404258899676562e+14 6.265030084434480839e-01 -9.436527332611900354e-01
1.939149146183699688e+14 6.269573221397727325e-01 -1.954145753431220323e+00
1.937895656108597188e+14 6.271913037579321948e-01 -2.963251549848228805e+00
1.936643785529715625e+14 6.271956248201330242e-01 2.312550474616512641e+00
1.935393531310523125e+14 6.270524745844380243e-01 1.307175062587310643e+00
1.934144890322580625e+14 6.269253832830955497e-01 3.038210319929922076e-01
1.932897859445518750e+14 6.269449472628881859e-01 -6.977558861459441930e-01
1.931652435567010312e+14 6.271612398496654306e-01 -1.697624496489410273e+00
1.930408615582743125e+14 6.275161141293478240e-01 -2.696163223037177037e+00
1.929166396396396250e+14 6.278976631253865293e-01 2.589877730600073757e+00
1.927925774919614062e+14 6.281726315586988463e-01 1.594040483993331758e+00
1.926686748071979375e+14 6.282615131720569179e-01 5.997994392327998803e-01
1.925449312780989062e+14 6.281963173244520249e-01 -3.928237553382726288e-01
1.924213465982028125e+14 6.280377500245782896e-01 -1.383596583433492899e+00
1.922979204618345000e+14 6.278468530586432950e-01 -2.372595291535984696e+00
1.921746525641025625e+14 6.277052632920051556e-01 2.923409180626622028e+00
1.920515426008968750e+14 6.276264665626157813e-01 1.937824744734037985e+00
1.919285902688860312e+14 6.275953376732362754e-01 9.537439060300687554e-01
1.918057952655150000e+14 6.275880778738122112e-01 -2.872560514547374891e-02
1.916831572890025625e+14 6.275709808431998438e-01 -1.009720729287055585e+00
1.915606760383386562e+14 6.275423843061358475e-01 -1.989089468282899675e+00
1.914383512132822500e+14 6.274873806334125836e-01 -2.966944362425045778e+00
1.913161825143586250e+14 6.274281489971644810e-01 2.339925048499887250e+00
1.911941696428571250e+14 6.273788660132030293e-01 1.365281982955627749e+00
1.910723123008285625e+14 6.273456814758064937e-01 3.920034899286983232e-01
1.909506101910827812e+14 6.273350836253261953e-01 -5.796273418931798815e-01
1.908290630171864688e+14 6.273534735681398633e-01 -1.549659038711918013e+00
1.907076704834605625e+14 6.273613804400598459e-01 -2.518412635435193447e+00
1.905864322949777500e+14 6.273075779707941724e-01 2.797621116322370316e+00
1.904653481575603438e+14 6.271424397830230868e-01 1.831843040711694126e+00
